dt,Global_active_power(t-2),Global_active_power(t-1),Global_active_power(t-0),Global_intensity(t-2),Global_intensity(t-1),Global_intensity(t-0),Global_reactive_power(t-2),Global_reactive_power(t-1),Global_reactive_power(t-0),Voltage(t-2),Voltage(t-1),Voltage(t-0),Sub_metering_1(t-2),Sub_metering_1(t-1),Sub_metering_1(t-0),Sub_metering_2(t-2),Sub_metering_2(t-1),Sub_metering_2(t-0),Sub_metering_3(t-2),Sub_metering_3(t-1),Sub_metering_3(t-0)
2007-01-04,2.0348267304817274,-0.47966489619944186,-0.9132821945054969,1.981838936041256,-0.5050298123245716,-0.9192203047657919,-0.5792221446868747,0.2545880855552778,0.3808378989640026,-0.3446068254431182,0.5410135439382634,1.3283088412951725,-1.0061004966922154,-1.0061004966922154,-1.0061004966922154,-0.7156205563851761,-0.7175439856867762,-0.7194674149883764,-0.877707278366434,-0.6987399911820779,-1.1703004238364587
2007-01-05,-0.47966489619944186,-0.9132821945054969,2.9021360939705185,-0.5050298123245716,-0.9192203047657919,2.90563165936105,0.2545880855552778,0.3808378989640026,0.4910346512252352,0.5410135439382634,1.3283088412951725,-0.5294026542669684,-1.0061004966922154,-1.0061004966922154,-0.3442369697501811,-0.7175439856867762,-0.7194674149883764,2.7681907661381855,-0.6987399911820779,-1.1703004238364587,0.43856825318302306
2007-01-06,-0.9132821945054969,2.9021360939705185,1.9742655603693064,-0.9192203047657919,2.90563165936105,1.963019566444225,0.3808378989640026,0.4910346512252352,-0.08521488858646455,1.3283088412951725,-0.5294026542669684,-0.1656161544181668,-1.0061004966922154,-0.3442369697501811,-0.07218650006515834,-0.7194674149883764,2.7681907661381855,-0.7026374085993746,-1.1703004238364587,0.43856825318302306,-0.4258279989947901
2007-01-07,2.9021360939705185,1.9742655603693064,-0.07330352293837143,2.90563165936105,1.963019566444225,-0.014000409083243699,0.4910346512252352,-0.08521488858646455,0.2910830989521623,-0.5294026542669684,-0.1656161544181668,-0.5670972077972772,-0.3442369697501811,-0.07218650006515834,-0.16475922933297854,2.7681907661381855,-0.7026374085993746,-0.6915776901151736,0.43856825318302306,-0.4258279989947901,-0.9307151845412726
2007-01-08,1.9742655603693064,-0.07330352293837143,1.5227008131651767,1.963019566444225,-0.014000409083243699,1.6065198925930317,-0.08521488858646455,0.2910830989521623,1.3563974499297002,-0.1656161544181668,-0.5670972077972772,0.032863986835368446,-0.07218650006515834,-0.16475922933297854,0.24520571456736823,-0.7026374085993746,-0.6915776901151736,3.0470880148702144,-0.4258279989947901,-0.9307151845412726,0.9408312849584741
2007-01-09,-0.07330352293837143,1.5227008131651767,1.1722140862463233,-0.014000409083243699,1.6065198925930317,1.1740031144743523,0.2910830989521623,1.3563974499297002,0.5951423113270754,-0.5670972077972772,0.032863986835368446,-0.6139959694897992,-0.16475922933297854,0.24520571456736823,-1.0061004966922154,-0.6915776901151736,3.0470880148702144,-0.6603219639641703,-0.9307151845412726,0.9408312849584741,2.183892926296149
2007-01-10,1.5227008131651767,1.1722140862463233,0.5395741592015709,1.6065198925930317,1.1740031144743523,0.564222667269222,1.3563974499297002,0.5951423113270754,0.588815981810822,0.032863986835368446,-0.6139959694897992,-0.16963875938450151,0.24520571456736823,-1.0061004966922154,0.05691152374370664,3.0470880148702144,-0.6603219639641703,1.1669358725560195,0.9408312849584741,2.183892926296149,0.1483368461069266
2007-01-11,1.1722140862463233,0.5395741592015709,1.0251272488464596,1.1740031144743523,0.564222667269222,1.0592789225203958,0.5951423113270754,0.588815981810822,1.0080143913815396,-0.6139959694897992,-0.16963875938450151,0.09384694923561733,-1.0061004966922154,0.05691152374370664,-0.5205659778793624,-0.6603219639641703,1.1669358725560195,1.2578179070566289,2.183892926296149,0.1483368461069266,0.46900843692698985
2007-01-12,0.5395741592015709,1.0251272488464596,1.1957214719740232,0.564222667269222,1.0592789225203958,1.237117856179681,0.588815981810822,1.0080143913815396,1.0390134060111795,-0.16963875938450151,0.09384694923561733,0.15642607586427001,0.05691152374370664,-0.5205659778793624,-0.13830987811360132,1.1669358725560195,1.2578179070566289,0.15857806119211473,0.1483368461069266,0.46900843692698985,0.8371772110027255
2007-01-13,1.0251272488464596,1.1957214719740232,-0.15330747948250684,1.0592789225203958,1.237117856179681,-0.15288571309627216,1.0080143913815396,1.0390134060111795,0.42852260769275946,0.09384694923561733,0.15642607586427001,0.34309595738095894,-0.5205659778793624,-0.13830987811360132,-1.0061004966922154,1.2578179070566289,0.15857806119211473,-0.6737859690753717,0.46900843692698985,0.8371772110027255,-0.24896003482725962
2007-01-14,1.1957214719740232,-0.15330747948250684,2.7787741459396114,1.237117856179681,-0.15288571309627216,2.8907569611206005,1.0390134060111795,0.42852260769275946,2.239355352601243,0.15642607586427001,0.34309595738095894,-0.7571458063749618,-0.13830987811360132,-1.0061004966922154,3.90970035136632,0.15857806119211473,-0.6737859690753717,0.5456682081391551,0.8371772110027255,-0.24896003482725962,0.5553430959939298
2007-01-15,-0.15330747948250684,2.7787741459396114,2.480087270583806,-0.15288571309627216,2.8907569611206005,2.605918816914001,0.42852260769275946,2.239355352601243,0.9878492160484829,0.34309595738095894,-0.7571458063749618,-0.9843569037401677,-1.0061004966922154,3.90970035136632,0.11295895847048205,-0.6737859690753717,0.5456682081391551,1.141931291635217,-0.24896003482725962,0.5553430959939298,0.9883284682141459
2007-01-16,2.7787741459396114,2.480087270583806,1.014724457504477,2.8907569611206005,2.605918816914001,1.0023277298097277,2.239355352601243,0.9878492160484829,-0.051487644352939954,-0.7571458063749618,-0.9843569037401677,0.19801445677983462,3.90970035136632,0.11295895847048205,-0.3140091397851786,0.5456682081391551,1.141931291635217,0.19175721664471812,0.5553430959939298,0.9883284682141459,1.5582946672822127
2007-01-17,2.480087270583806,1.014724457504477,0.22920665861139983,2.605918816914001,1.0023277298097277,0.24166360321529512,0.9878492160484829,-0.051487644352939954,0.1574393879213165,-0.9843569037401677,0.19801445677983462,0.5414913765416915,0.11295895847048205,-0.3140091397851786,0.2930664453452887,1.141931291635217,0.19175721664471812,-0.5752102173683615,0.9883284682141459,1.5582946672822127,-0.6932292682629115
2007-01-18,1.014724457504477,0.22920665861139983,2.2025152409018776,1.0023277298097277,0.24166360321529512,2.1989602219598487,-0.051487644352939954,0.1574393879213165,0.4603914926308852,0.19801445677983462,0.5414913765416915,0.0830126880078349,-0.3140091397851786,0.2930664453452887,1.1980121049225516,0.19175721664471812,-0.5752102173683615,1.873796140894093,1.5582946672822127,-0.6932292682629115,1.7947309220521606
2007-01-19,0.22920665861139983,2.2025152409018776,0.45870358658680266,0.24166360321529512,2.1989602219598487,0.45853834717410136,0.1574393879213165,0.4603914926308852,0.004895767460664968,0.5414913765416915,0.0830126880078349,0.028526215683808386,0.2930664453452887,1.1980121049225516,-1.0061004966922154,-0.5752102173683615,1.873796140894093,-0.7233142735915769,-0.6932292682629115,1.7947309220521606,1.119536156765727
2007-01-20,2.2025152409018776,0.45870358658680266,-0.12077709113704693,2.1989602219598487,0.45853834717410136,-0.11319245757065503,0.4603914926308852,0.004895767460664968,-0.14654074533464254,0.0830126880078349,0.028526215683808386,-0.32900779371605415,1.1980121049225516,-1.0061004966922154,0.3182563036494576,1.873796140894093,-0.7233142735915769,-0.7261994175439771,1.7947309220521606,1.119536156765727,-0.5386666111491497
2007-01-21,0.45870358658680266,-0.12077709113704693,2.6885747062115666,0.45853834717410136,-0.11319245757065503,2.8286283872544185,0.004895767460664968,-0.14654074533464254,1.2039329085880015,0.028526215683808386,-0.32900779371605415,-0.960221273942201,-1.0061004966922154,0.3182563036494576,1.7169231859884284,-0.7233142735915769,-0.7261994175439771,1.626154618313067,1.119536156765727,-0.5386666111491497,0.5813222183271429
2007-01-22,-0.12077709113704693,2.6885747062115666,3.153369792094017,-0.11319245757065503,2.8286283872544185,3.3272184105958638,-0.14654074533464254,1.2039329085880015,1.0333987885655045,-0.32900779371605415,-0.960221273942201,-0.9111061823019077,0.3182563036494576,1.7169231859884284,5.509256353681036,-0.7261994175439771,1.626154618313067,1.7920503955760843,-0.5386666111491497,0.5813222183271429,0.6230462632865452
2007-01-23,2.6885747062115666,3.153369792094017,1.0687877063343534,2.8286283872544185,3.3272184105958638,1.0577996707616768,1.2039329085880015,1.0333987885655045,-0.17441613476563264,-0.960221273942201,-0.9111061823019077,0.3747786312058899,1.7169231859884284,5.509256353681036,-0.34234773037736843,1.626154618313067,1.7920503955760843,0.5495150667423554,0.5813222183271429,0.6230462632865452,0.5605914035359932
2007-01-24,3.153369792094017,1.0687877063343534,0.384239175905924,3.3272184105958638,1.0577996707616768,0.4102161230559588,1.0333987885655045,-0.17441613476563264,-0.7746661871796174,-0.9111061823019077,0.3747786312058899,0.9405764891362867,5.509256353681036,-0.34234773037736843,-1.0061004966922154,1.7920503955760843,0.5495150667423554,-0.37325014070034046,0.6230462632865452,0.5605914035359932,-1.092625472213923
2007-01-25,1.0687877063343534,0.384239175905924,2.4406919235611815,1.0577996707616768,0.4102161230559588,2.4650611772226805,-0.17441613476563264,-0.7746661871796174,0.011775650809590196,0.3747786312058899,0.9405764891362867,0.3038052396222186,-0.34234773037736843,-1.0061004966922154,1.1753412324487997,0.5495150667423554,-0.37325014070034046,0.3076438320661303,0.5605914035359932,-1.092625472213923,0.6610964929665037
2007-01-26,0.384239175905924,2.4406919235611815,0.07617245602092246,0.4102161230559588,2.4650611772226805,0.03654069267297694,-0.7746661871796174,0.011775650809590196,-0.6584198823184677,0.9405764891362867,0.3038052396222186,1.2635371069047336,-1.0061004966922154,1.1753412324487997,-0.27685409878652956,-0.37325014070034046,0.3076438320661303,-0.7588977156711806,-1.092625472213923,0.6610964929665037,0.5285767275294075
2007-01-27,2.4406919235611815,0.07617245602092246,0.11292377440452019,2.4650611772226805,0.03654069267297694,0.09102646578578019,0.011775650809590196,-0.6584198823184677,-0.6832902652292376,0.3038052396222186,1.2635371069047336,0.945083704473452,1.1753412324487997,-0.27685409878652956,-0.27370536649850846,0.3076438320661303,-0.7588977156711806,-0.7593785729965806,0.6610964929665037,0.5285767275294075,-0.2589318191571796
2007-01-28,0.07617245602092246,0.11292377440452019,0.8369730051818086,0.03654069267297694,0.09102646578578019,0.8179143438894695,-0.6584198823184677,-0.6832902652292376,-0.577719641426765,1.2635371069047336,0.945083704473452,0.38133612118890187,-0.27685409878652956,-0.27370536649850846,-0.26929714129527893,-0.7588977156711806,-0.7593785729965806,0.988537804832601,0.5285767275294075,-0.2589318191571796,0.8264181805414954
2007-01-29,0.11292377440452019,0.8369730051818086,2.6182564586921444,0.09102646578578019,0.8179143438894695,2.7017414586176636,-0.6832902652292376,-0.577719641426765,-0.47167454291057304,0.945083704473452,0.38133612118890187,-0.2601151767316451,-0.27370536649850846,-0.26929714129527893,1.1766007253640085,-0.7593785729965806,0.988537804832601,1.037104394698006,-0.2589318191571796,0.8264181805414954,0.744544582885309
2007-01-30,0.8369730051818086,2.6182564586921444,0.7326256332888921,0.8179143438894695,2.7017414586176636,0.7226669667586413,-0.577719641426765,-0.47167454291057304,-0.23265790587463722,0.38133612118890187,-0.2601151767316451,0.04609418884761069,-0.26929714129527893,1.1766007253640085,-0.2988952248026773,0.988537804832601,1.037104394698006,-0.743510281258379,0.8264181805414954,0.744544582885309,1.5821744665986
2007-01-31,2.6182564586921444,0.7326256332888921,0.265560353150826,2.7017414586176636,0.7226669667586413,0.27256352884186297,-0.47167454291057304,-0.23265790587463722,0.06859399777743799,-0.2601151767316451,0.04609418884761069,0.4907970650915354,1.1766007253640085,-0.2988952248026773,-0.2988952248026773,1.037104394698006,-0.743510281258379,-0.2001415035563225,0.744544582885309,1.5821744665986,-0.2822867877193608
