dt,Global_active_power(t+1)
2007-01-04,2.9021360939705185
2007-01-05,1.9742655603693064
2007-01-06,-0.07330352293837143
2007-01-07,1.5227008131651767
2007-01-08,1.1722140862463233
2007-01-09,0.5395741592015709
2007-01-10,1.0251272488464596
2007-01-11,1.1957214719740232
2007-01-12,-0.15330747948250684
2007-01-13,2.7787741459396114
2007-01-14,2.480087270583806
2007-01-15,1.014724457504477
2007-01-16,0.22920665861139983
2007-01-17,2.2025152409018776
2007-01-18,0.45870358658680266
2007-01-19,-0.12077709113704693
2007-01-20,2.6885747062115666
2007-01-21,3.153369792094017
2007-01-22,1.0687877063343534
2007-01-23,0.384239175905924
2007-01-24,2.4406919235611815
2007-01-25,0.07617245602092246
2007-01-26,0.11292377440452019
2007-01-27,0.8369730051818086
2007-01-28,2.6182564586921444
2007-01-29,0.7326256332888921
2007-01-30,0.265560353150826
2007-01-31,1.3801883492204932
2007-02-01,0.4643077038435582
2007-02-02,0.1974851119318638
2007-02-03,4.211083202536708
2007-02-04,3.473980354789621
2007-02-05,0.15932681686888608
2007-02-06,-0.4724532910940234
2007-02-07,1.3194674498715244
2007-02-08,0.4246370787749668
2007-02-09,0.11670629866575112
2007-02-10,2.171317062359115
2007-02-11,3.4319885580494933
2007-02-12,0.5541129182218251
2007-02-13,-0.23274728595713323
2007-02-14,1.609450781082666
2007-02-15,0.7371830142720996
2007-02-16,0.2566053204209588
2007-02-17,0.8927762831417385
2007-02-18,3.8713017329609594
2007-02-19,1.0791870991819406
2007-02-20,2.7160957138193327
2007-02-21,0.8859147229589674
2007-02-22,3.0995172499166084
2007-02-23,-0.40448340320129506
2007-02-24,-1.421581407133687
2007-02-25,-1.7838303231523769
2007-02-26,-1.6704157682145706
2007-02-27,-1.7560102480378836
2007-02-28,-1.7514868519986222
2007-03-01,-1.7569414355020139
2007-03-02,-1.7601292232441828
2007-03-03,-1.2445198491731297
2007-03-04,0.9162055034983616
2007-03-05,1.884151083001127
2007-03-06,-0.5182989804776688
2007-03-07,1.3996515266185765
2007-03-08,0.03503028287945398
2007-03-09,-0.4739282376612955
2007-03-10,1.5857292902081037
2007-03-11,3.278050355950042
2007-03-12,0.6782565199634989
2007-03-13,-0.4441370357979128
2007-03-14,0.4109581388365556
2007-03-15,0.5663542950313057
2007-03-16,0.2557998772494304
2007-03-17,0.809815636474269
2007-03-18,1.392582658277732
2007-03-19,1.0212495667421793
2007-03-20,0.9086064700319554
2007-03-21,1.0035332154629395
2007-03-22,-0.16404332327516324
2007-03-23,-0.41208243666770217
2007-03-24,2.407685746000473
2007-03-25,3.0331378574005683
2007-03-26,-0.2301372422620522
2007-03-27,-0.7585045642905704
2007-03-28,1.3294590233917558
2007-03-29,0.06608232616324686
2007-03-30,-0.25339653789894406
2007-03-31,3.3271144195254085
2007-04-01,2.09761051592824
2007-04-02,0.6954359091283858
2007-04-03,0.15514666876348307
2007-04-04,0.8502203363321013
2007-04-05,0.49713376120135094
2007-04-06,0.08432204557926073
2007-04-07,0.00409038991068402
2007-04-08,0.0973654670658749
2007-04-09,-0.9356001071950742
2007-04-10,-1.3154770136387433
2007-04-11,-1.128359310764457
2007-04-12,-1.7227151984536304
2007-04-13,-1.7000880227741408
2007-04-14,-1.694572266371646
2007-04-15,-1.4024784701414357
2007-04-16,-1.0180645736809268
2007-04-17,-0.5569840421718151
2007-04-18,-0.9401438942007031
2007-04-19,-0.8884663884358619
2007-04-20,-1.2386438523648031
2007-04-21,0.2075446553399872
2007-04-22,1.159221642175628
2007-04-23,-0.8444422920477417
2007-04-24,-0.8826175795826927
2007-04-25,-0.4882868764786344
2007-04-26,-0.4690785861601496
2007-04-27,-0.7768700279991857
2007-04-28,-1.4114470968488813
2007-04-29,-1.4325279575788108
2007-04-30,-1.1990004152513696
2007-05-01,0.1908954313006638
2007-05-02,-0.9312398388867558
2007-05-03,-0.7838267460250063
2007-05-04,-0.9403444053699865
2007-05-05,0.01960111832780463
2007-05-06,0.9355837185365788
2007-05-07,0.1565808333980198
2007-05-08,0.4040388042490756
2007-05-09,0.1940866175372274
2007-05-10,-1.4335407089084125
2007-05-11,-0.9725859216919024
2007-05-12,-0.18683362668559492
2007-05-13,0.14141335291475782
2007-05-14,-0.14228616216070125
2007-05-15,-1.099625040657806
2007-05-16,0.2403197352818609
2007-05-17,-0.5432507263230892
2007-05-18,0.1359621679057606
2007-05-19,-0.2074352997058811
2007-05-20,0.7082652254681383
2007-05-21,-0.7331483976121883
2007-05-22,-0.7114150259584882
2007-05-23,-0.14712221968426878
2007-05-24,-0.6748200383170436
2007-05-25,0.10654819892018288
2007-05-26,-0.06672743628474954
2007-05-27,1.0234415956267195
2007-05-28,0.1460522977634362
2007-05-29,-0.8329315915331083
2007-05-30,0.09914967662305903
2007-05-31,-1.041582154891811
2007-06-01,-0.8600617722854905
2007-06-02,-0.114112643629165
2007-06-03,0.9456466604390972
2007-06-04,-1.0873462804099847
2007-06-05,-0.15739246974485993
2007-06-06,0.24478535691641307
2007-06-07,-0.9626487240819853
2007-06-08,1.013650533275772
2007-06-09,-0.7790994403220673
2007-06-10,-0.35803957880419407
2007-06-11,-1.2860970295971115
2007-06-12,-1.0752000614435542
2007-06-13,-1.0607462647831654
2007-06-14,-0.4969156537466163
2007-06-15,-0.954828788479927
2007-06-16,0.7922658114203668
2007-06-17,0.6721766134914945
2007-06-18,-1.483515568981541
2007-06-19,-1.2002068807614654
2007-06-20,-0.8109331373166263
2007-06-21,-1.2652098830476761
2007-06-22,-1.6741371195766974
2007-06-23,-1.8249079249003473
2007-06-24,-1.4220334068881737
2007-06-25,-0.8144743684758375
2007-06-26,-1.0307783412112614
2007-06-27,-0.12012118171888242
2007-06-28,-0.43514122113531023
2007-06-29,-0.4198411993706571
2007-06-30,-0.36738203989504936
2007-07-01,-0.8918546873473141
2007-07-02,-0.9931841962177936
2007-07-03,-0.8353581165308784
2007-07-04,-0.9313689816737519
2007-07-05,-0.839813542682247
2007-07-06,-0.8190249524702556
2007-07-07,-0.3284828730540412
2007-07-08,-0.7857944742795012
2007-07-09,-0.6310304380421534
2007-07-10,-1.092943600677951
2007-07-11,-1.4089560004576127
2007-07-12,-0.818926396132811
2007-07-13,-1.2865592248347821
2007-07-14,-0.44749134976541893
2007-07-15,-0.8739854038203159
2007-07-16,-1.185807460011391
2007-07-17,-1.4135779528343182
2007-07-18,-1.3499411452947514
2007-07-19,-1.4845147263335643
2007-07-20,-0.7495291405943356
2007-07-21,-0.8347871694725794
2007-07-22,-0.2961054169563399
2007-07-23,-0.9524260529429192
2007-07-24,-1.2340490879432549
2007-07-25,-1.8334143563701222
2007-07-26,-1.0654565780141316
2007-07-27,-0.5930420676989075
2007-07-28,0.11953384600208866
2007-07-29,-2.090755148920781
2007-07-30,-1.843174832271518
2007-07-31,-1.2560577376429205
2007-08-01,-0.8275687673783716
2007-08-02,-0.9041708310334765
2007-08-03,-0.829492315205736
2007-08-04,-0.6907895634774399
2007-08-05,-1.298936541420048
2007-08-06,-0.7847069560732173
2007-08-07,-0.11544145493746812
2007-08-08,-0.7239384778027237
2007-08-09,-0.8153613755128377
2007-08-10,-0.889567500619724
2007-08-11,-0.781427408982393
2007-08-12,-0.5261087205965431
2007-08-13,-0.6771582024605534
2007-08-14,-1.0370961422908906
2007-08-15,-0.6111458473391357
2007-08-16,-1.0076889702941019
2007-08-17,-0.9203544613407354
2007-08-18,-2.045140557155971
2007-08-19,-0.21958151867231163
2007-08-20,-0.3613870957829106
2007-08-21,-1.5445491298148162
2007-08-22,-0.5806477586416683
2007-08-23,-0.7463175633914046
2007-08-24,0.17839916741158562
2007-08-25,-0.6807809974852356
2007-08-26,-0.40206027669791944
2007-08-27,-0.5773818055284228
2007-08-28,-0.9422543592197723
2007-08-29,-1.3653873023183738
2007-08-30,-0.5931372255419572
2007-08-31,-0.4616766653686316
2007-09-01,0.2548347048413533
2007-09-02,0.1885334776963915
2007-09-03,-0.8710253152025877
2007-09-04,0.056801037971494585
2007-09-05,-0.5351691066526442
2007-09-06,-1.1045834439795805
2007-09-07,-0.36537352970781917
2007-09-08,-0.13893864518198448
2007-09-09,0.2174784544555096
2007-09-10,-0.7377125755841851
2007-09-11,-0.9650786475741505
2007-09-12,-0.4481812441275303
2007-09-13,-0.688424211378773
2007-09-14,-0.7069663967959093
2007-09-15,-0.7752047657458141
2007-09-16,0.17112638940706384
2007-09-17,-0.15349439667421225
2007-09-18,-0.6525055241218607
2007-09-19,-0.4296254647328153
2007-09-20,-0.5029513797914907
2007-09-21,-0.5314171688409655
2007-09-22,-0.6378036373706637
2007-09-23,-0.2269290635535156
2007-09-24,-0.3347293057513829
2007-09-25,0.3616425866759865
2007-09-26,0.4724165114691605
2007-09-27,-0.2700389649494787
2007-09-28,0.21917090466403874
2007-09-29,1.26594796014479
2007-09-30,-0.05985907911318972
2007-10-01,0.2878612733684301
2007-10-02,1.1000028773490889
2007-10-03,-0.4606027411399263
2007-10-04,-0.05617511118940362
2007-10-05,-0.2675036881310796
2007-10-06,0.3478752858833146
2007-10-07,0.9423976997978252
2007-10-08,-0.7753237130496263
2007-10-09,0.23167736403630065
2007-10-10,-0.6534367115859911
2007-10-11,0.30744339807032467
2007-10-12,0.6168049443196832
2007-10-13,0.6375765420597013
2007-10-14,0.8661660720317355
2007-10-15,-0.48460290855484883
2007-10-16,0.7016619508593597
2007-10-17,0.04318327093218663
2007-10-18,-0.05605276539119699
2007-10-19,0.9076209066575108
2007-10-20,0.18475775042395046
2007-10-21,0.6634254904253056
2007-10-22,0.17226828352366158
2007-10-23,0.6914018962819523
2007-10-24,0.5337661322811369
2007-10-25,0.5138543536229618
2007-10-26,-0.19362721698047333
2007-10-27,0.3979147173499414
2007-10-28,-1.7661275658507158
2007-10-29,-1.7095936115959391
2007-10-30,-1.2583075409321696
2007-10-31,-0.4559196158641173
2007-11-01,-1.7932169646703628
2007-11-02,-0.18337395939185522
2007-11-03,-1.7994464048957313
2007-11-04,-0.11186284033991617
2007-11-05,-0.08653386161669047
2007-11-06,0.9020643683222801
2007-11-07,0.4982892492955278
2007-11-08,-0.08573861392834578
2007-11-09,1.0530390833096084
2007-11-10,1.8013433685814164
2007-11-11,0.5702795560571108
2007-11-12,1.0274144355740498
2007-11-13,1.1263989833122299
2007-11-14,0.8436374526896906
2007-11-15,-0.10115418450241649
2007-11-16,1.2884323990597046
2007-11-17,1.7987843023022554
2007-11-18,1.074503973906132
2007-11-19,0.29250361671150343
2007-11-20,0.9249668220477352
2007-11-21,0.3461284597644715
2007-11-22,0.6471772887245487
2007-11-23,1.6501409544696477
2007-11-24,0.5905515751211169
2007-11-25,-0.26494462185191875
2007-11-26,0.030924901650732917
2007-11-27,2.123201178719853
2007-11-28,0.1587490728217979
2007-11-29,0.285363379988372
2007-11-30,1.3257716569735754
2007-12-01,2.6906307953203217
2007-12-02,2.3698910898377217
2007-12-03,0.3577649045717062
2007-12-04,0.8770140661394148
2007-12-05,1.0222725135549646
2007-12-06,1.5912042646778632
2007-12-07,0.3695848680762519
2007-12-08,1.1247099315980955
2007-12-09,1.2286698751300233
2007-12-10,0.35214719333737204
2007-12-11,1.2805308995921745
2007-12-12,0.062099290732732966
2007-12-13,0.5033665999211148
2007-12-14,0.7192763473067602
2007-12-15,2.0142182604726524
2007-12-16,2.0572805829470897
2007-12-17,0.4195529311605911
2007-12-18,1.8210444405871238
2007-12-19,1.0952245942302303
2007-12-20,0.6767102050139392
2007-12-21,0.7324760995355282
2007-12-22,1.8007724215231176
2007-12-23,1.4571574502702187
2007-12-24,1.2002312740357057
2007-12-25,1.9430062089274407
2007-12-26,1.7481229463614107
2007-12-27,1.6664197426199558
2007-12-28,2.653434274171026
2007-12-29,2.969331125141271
2007-12-30,1.7118202292379041
2007-12-31,1.13004216930328
2008-01-01,2.0530664498977407
2008-01-02,0.15733190065923475
2008-01-03,-0.07036382528701096
2008-01-04,1.258012475733314
2008-01-05,1.0734674331157679
2008-01-06,0.4650281846552209
